Date,Open,High,Low,Close,Adj Close,Volume
2022-06-24,171.22000122070312,175.10000610351562,170.89999389648438,175.08999633789062,175.08999633789062,37138500
2022-06-27,175.6699981689453,176.99000549316406,174.17999267578125,175.74000549316406,175.74000549316406,24745400
2022-06-28,176.92999267578125,178.14999389648438,172.35000610351562,172.44000244140625,172.44000244140625,25909200
2022-06-29,172.5500030517578,172.6999969482422,168.97000122070312,170.69000244140625,170.69000244140625,21292500
2022-06-30,168.1999969482422,171.30999755859375,166.75999450683594,169.36000061035156,169.36000061035156,31466300
2022-07-01,169.0500030517578,171.83999633789062,167.66000366210938,171.41000366210938,171.41000366210938,24598600
2022-07-05,168.67999267578125,172.89999389648438,166.72999572753906,172.8300018310547,172.8300018310547,25151100
2022-07-06,172.4499969482422,173.7100067138672,169.75,171.5500030517578,171.5500030517578,25697600
2022-07-07,172.86000061035156,175.97999572753906,172.85000610351562,175.61000061035156,175.61000061035156,24822500
2022-07-08,175.07000732421875,176.99000549316406,173.64999389648438,175.58999633789062,175.58999633789062,20547000
2022-07-11,174.25999450683594,174.97000122070312,171.60000610351562,172.05999755859375,172.05999755859375,22031500
2022-07-12,171.5399932861328,173.36000061035156,170.55999755859375,171.47000122070312,171.47000122070312,23864200
2022-07-13,169.14999389648438,172.27999877929688,168.7899932861328,171.32000732421875,171.32000732421875,25535600
2022-07-14,168.67999267578125,170.0,167.02000427246094,169.55999755859375,169.55999755859375,25102200
2022-07-15,171.5399932861328,173.35000610351562,169.30999755859375,173.08999633789062,173.08999633789062,34935900
2022-07-18,175.1300048828125,176.2899932861328,172.05999755859375,172.60000610351562,172.60000610351562,23031500
2022-07-19,174.75,178.88999938964844,174.66000366210938,178.69000244140625,178.69000244140625,24234600
2022-07-20,178.64999389648438,181.80999755859375,178.39999389648438,181.49000549316406,181.49000549316406,26049300
2022-07-21,180.4499969482422,182.5,178.85000610351562,182.4199981689453,182.4199981689453,21709900
2022-07-22,182.8800048828125,183.25,178.0500030517578,179.50999450683594,179.50999450683594,25116100
2022-07-25,180.0500030517578,180.9199981689453,178.42999267578125,180.44000244140625,180.44000244140625,19267200
2022-07-26,179.77999877929688,180.2100067138672,178.5399932861328,179.3300018310547,179.3300018310547,19391200
2022-07-27,180.47999572753906,184.25,180.0,183.41000366210938,183.41000366210938,21670700
2022-07-28,184.32000732421875,186.13999938964844,181.75999450683594,185.92999267578125,185.92999267578125,22838500
2022-07-29,186.0399932861328,187.72999572753906,185.0399932861328,187.25,187.25,21733500
2022-08-01,185.7899932861328,188.32000732421875,184.22000122070312,187.17999267578125,187.17999267578125,23905600
2022-08-02,186.47000122070312,189.02000427246094,185.47999572753906,187.0,187.0,17492600
2022-08-03,188.3000030517578,190.14999389648438,187.63999938964844,189.75,189.75,19157700
2022-08-04,189.83999633789062,190.0399932861328,188.44000244140625,189.35000610351562,189.35000610351562,14838900
2022-08-05,187.47000122070312,191.02000427246094,187.1699981689453,190.8000030517578,190.8000030517578,18513200
2022-08-08,192.14999389648438,194.6300048828125,191.88999938964844,192.82000732421875,192.82000732421875,22188700
2022-08-09,192.0399932861328,192.1699981689453,189.16000366210938,190.19000244140625,190.19000244140625,18247300
2022-08-10,193.6300048828125,195.9499969482422,193.11000061035156,195.6199951171875,195.6199951171875,20796400
2022-08-11,197.4199981689453,199.52999877929688,196.0399932861328,196.35000610351562,196.35000610351562,23727600
2022-08-12,197.35000610351562,200.42999267578125,196.5800018310547,200.36000061035156,200.36000061035156,21690600
2022-08-15,198.8000030517578,201.16000366210938,198.22000122070312,201.07000732421875,201.07000732421875,17414800
2022-08-16,200.5,201.99000549316406,199.02999877929688,200.99000549316406,200.99000549316406,18833100
2022-08-17,198.72000122070312,199.3300018310547,196.3800048828125,197.61000061035156,197.61000061035156,22428000
2022-08-18,197.8800048828125,199.25,196.89999389648438,198.9199981689453,198.9199981689453,18368100
2022-08-19,196.8300018310547,197.11000061035156,194.07000732421875,194.64999389648438,194.64999389648438,27378500
